coord_x,coord_y,class,filename
3478,1311,adult_female,164.jpg
2926,1311,adult_female,164.jpg
2773,1309,pup,164.jpg
3634,1306,pup,164.jpg
3530,1302,pup,164.jpg
3426,1300,adult_female,164.jpg
3067,1300,pup,164.jpg
3210,1299,pup,164.jpg
3097,1296,adult_female,164.jpg
3520,1295,adult_female,164.jpg
3405,1294,pup,164.jpg
3617,1292,adult_female,164.jpg
2865,1291,adult_female,164.jpg
2826,1290,adult_female,164.jpg
2931,1286,pup,164.jpg
3272,1282,pup,164.jpg
2889,1279,pup,164.jpg
3568,1278,adult_female,164.jpg
3373,1272,pup,164.jpg
2809,1272,pup,164.jpg
3116,1269,pup,164.jpg
3593,1263,pup,164.jpg
3283,1263,adult_female,164.jpg
3421,1260,pup,164.jpg
3445,1257,adult_female,164.jpg
3145,1256,pup,164.jpg
2980,1254,adult_female,164.jpg
3634,1253,adult_female,164.jpg
3357,1253,adult_female,164.jpg
3104,1249,adult_female,164.jpg
3160,1248,adult_female,164.jpg
3212,1241,adult_female,164.jpg
3490,1240,pup,164.jpg
3247,1236,pup,164.jpg
3476,1229,adult_female,164.jpg
2892,1224,adult_female,164.jpg
3380,1219,pup,164.jpg
2991,1219,adult_female,164.jpg
2758,1217,adult_female,164.jpg
3098,1215,adult_female,164.jpg
3194,1210,pup,164.jpg
2906,1207,pup,164.jpg
2724,1203,juvenile,164.jpg
3702,1200,pup,164.jpg
3132,1199,adult_male,164.jpg
2970,1199,adult_female,164.jpg
3559,1198,adult_female,164.jpg
3428,1198,adult_female,164.jpg
3196,1196,adult_female,164.jpg
3014,1193,adult_female,164.jpg
3383,1192,adult_female,164.jpg
3272,1192,adult_female,164.jpg
3044,1192,pup,164.jpg
3681,1184,adult_female,164.jpg
3629,1183,pup,164.jpg
2845,1183,adult_female,164.jpg
3440,1182,pup,164.jpg
3609,1174,adult_female,164.jpg
3295,1158,adult_male,164.jpg
2927,1157,pup,164.jpg
2907,1151,adult_female,164.jpg
3324,1150,adult_female,164.jpg
3379,1142,adult_female,164.jpg
3536,1138,adult_female,164.jpg
3656,1136,pup,164.jpg
3119,1136,adult_female,164.jpg
3336,1135,pup,164.jpg
3630,1133,juvenile,164.jpg
3105,1133,pup,164.jpg
3168,1130,pup,164.jpg
3147,1122,adult_female,164.jpg
2817,1118,adult_female,164.jpg
2353,1114,subadult_male,164.jpg
3697,1109,adult_female,164.jpg
3328,1101,adult_female,164.jpg
2973,1098,pup,164.jpg
2806,1097,adult_female,164.jpg
3405,1094,adult_female,164.jpg
3501,1093,adult_female,164.jpg
3385,1089,pup,164.jpg
3033,1088,pup,164.jpg
3574,1083,adult_female,164.jpg
3641,1082,adult_female,164.jpg
2966,1080,adult_female,164.jpg
3526,1078,juvenile,164.jpg
3684,1073,adult_male,164.jpg
2928,1072,juvenile,164.jpg
3075,1070,adult_female,164.jpg
3033,1070,adult_female,164.jpg
3103,1061,pup,164.jpg
3473,1058,adult_female,164.jpg
3240,1058,pup,164.jpg
3493,1056,pup,164.jpg
3261,1052,adult_female,164.jpg
3578,1037,adult_female,164.jpg
2875,1036,adult_female,164.jpg
3334,1032,adult_female,164.jpg
3539,1027,adult_female,164.jpg
3187,1019,pup,164.jpg
3000,1019,adult_male,164.jpg
3690,1018,adult_female,164.jpg
3555,1012,pup,164.jpg
3079,1009,pup,164.jpg
2706,1008,adult_female,164.jpg
3165,1001,adult_female,164.jpg
3290,999,adult_female,164.jpg
3589,995,adult_female,164.jpg
3074,993,adult_female,164.jpg
2898,993,pup,164.jpg
2808,982,adult_female,164.jpg
2890,975,adult_female,164.jpg
3639,973,adult_male,164.jpg
2755,971,juvenile,164.jpg
3715,967,adult_female,164.jpg
3397,966,adult_female,164.jpg
3150,963,pup,164.jpg
3083,951,adult_female,164.jpg
3128,948,adult_female,164.jpg
3686,944,adult_female,164.jpg
3252,939,adult_female,164.jpg
3671,932,pup,164.jpg
2903,931,adult_female,164.jpg
2709,931,juvenile,164.jpg
3212,925,adult_female,164.jpg
2817,920,adult_female,164.jpg
2912,918,adult_female,164.jpg
2939,917,pup,164.jpg
3737,915,adult_female,164.jpg
3393,915,adult_female,164.jpg
3618,913,pup,164.jpg
2783,910,juvenile,164.jpg
2997,908,adult_female,164.jpg
3690,902,pup,164.jpg
3619,897,adult_female,164.jpg
3694,887,adult_female,164.jpg
3116,887,adult_female,164.jpg
3339,883,adult_male,164.jpg
3657,881,adult_female,164.jpg
3096,875,pup,164.jpg
3219,874,adult_male,164.jpg
3667,871,pup,164.jpg
3027,868,adult_female,164.jpg
2950,866,juvenile,164.jpg
2931,866,adult_female,164.jpg
3589,864,adult_female,164.jpg
3176,864,adult_female,164.jpg
2438,862,subadult_male,164.jpg
2993,857,adult_female,164.jpg
3291,851,adult_female,164.jpg
3383,839,pup,164.jpg
3190,836,pup,164.jpg
3116,832,adult_female,164.jpg
3012,830,adult_female,164.jpg
3393,828,adult_female,164.jpg
3584,826,pup,164.jpg
3430,820,adult_male,164.jpg
3243,819,adult_female,164.jpg
3226,819,pup,164.jpg
2980,819,adult_female,164.jpg
3722,809,adult_female,164.jpg
3578,808,adult_female,164.jpg
3578,793,pup,164.jpg
3464,780,adult_female,164.jpg
3035,780,pup,164.jpg
3017,780,adult_female,164.jpg
3527,779,adult_male,164.jpg
3427,776,adult_female,164.jpg
3385,772,pup,164.jpg
3142,772,pup,164.jpg
2997,771,pup,164.jpg
3640,770,adult_female,164.jpg
3224,770,pup,164.jpg
3200,768,adult_female,164.jpg
3075,762,pup,164.jpg
3123,761,adult_female,164.jpg
3637,756,pup,164.jpg
3601,751,adult_female,164.jpg
2989,750,adult_female,164.jpg
3356,746,adult_female,164.jpg
3076,737,adult_female,164.jpg
3273,734,adult_female,164.jpg
3400,729,pup,164.jpg
3029,726,pup,164.jpg
3609,723,pup,164.jpg
3452,713,pup,164.jpg
3142,710,adult_female,164.jpg
3369,700,pup,164.jpg
3446,695,adult_female,164.jpg
3137,695,pup,164.jpg
3203,694,pup,164.jpg
3339,687,pup,164.jpg
3620,684,adult_female,164.jpg
3380,681,adult_female,164.jpg
3205,673,adult_female,164.jpg
3336,668,adult_female,164.jpg
3073,668,adult_female,164.jpg
3091,666,pup,164.jpg
2996,661,adult_female,164.jpg
3422,655,adult_female,164.jpg
2972,655,adult_female,164.jpg
3262,648,adult_male,164.jpg
2970,638,adult_female,164.jpg
2897,637,adult_male,164.jpg
3005,631,pup,164.jpg
3422,630,pup,164.jpg
3125,628,pup,164.jpg
3141,620,adult_female,164.jpg
3530,611,pup,164.jpg
3481,608,adult_female,164.jpg
3196,597,pup,164.jpg
3312,596,adult_female,164.jpg
3298,591,juvenile,164.jpg
3603,582,adult_female,164.jpg
3579,582,pup,164.jpg
3447,582,adult_female,164.jpg
3399,578,pup,164.jpg
3426,574,pup,164.jpg
3162,568,pup,164.jpg
3012,567,adult_female,164.jpg
3540,561,adult_female,164.jpg
3177,561,adult_female,164.jpg
3069,558,adult_female,164.jpg
3410,553,adult_female,164.jpg
3166,540,pup,164.jpg
3127,540,adult_female,164.jpg
3203,535,adult_female,164.jpg
3456,529,pup,164.jpg
3537,528,adult_female,164.jpg
3602,522,pup,164.jpg
3432,520,pup,164.jpg
3163,519,pup,164.jpg
3443,518,adult_female,164.jpg
3048,514,adult_female,164.jpg
3570,511,pup,164.jpg
3162,502,adult_female,164.jpg
3199,493,pup,164.jpg
3564,490,adult_female,164.jpg
3542,489,pup,164.jpg
3477,476,adult_female,164.jpg
3501,475,pup,164.jpg
3536,474,adult_female,164.jpg
3142,473,adult_female,164.jpg
3207,470,adult_female,164.jpg
3366,466,adult_female,164.jpg
3630,456,adult_female,164.jpg
3170,451,adult_female,164.jpg
3593,446,adult_female,164.jpg
2969,446,adult_male,164.jpg
3301,445,adult_female,164.jpg
3507,433,pup,164.jpg
3386,432,adult_female,164.jpg
3178,429,pup,164.jpg
3606,418,pup,164.jpg
3502,416,adult_female,164.jpg
3542,410,pup,164.jpg
3446,408,pup,164.jpg
3256,408,adult_female,164.jpg
3343,399,adult_female,164.jpg
3145,399,adult_female,164.jpg
3248,398,pup,164.jpg
3418,395,adult_female,164.jpg
3551,389,adult_female,164.jpg
3186,389,pup,164.jpg
3078,386,pup,164.jpg
3609,381,adult_female,164.jpg
3477,373,adult_female,164.jpg
3166,372,adult_female,164.jpg
3105,370,adult_female,164.jpg
3698,369,pup,164.jpg
3467,359,pup,164.jpg
3716,357,adult_female,164.jpg
3236,355,adult_female,164.jpg
3520,344,adult_female,164.jpg
3593,343,adult_female,164.jpg
3470,341,adult_female,164.jpg
3123,341,pup,164.jpg
3342,338,adult_female,164.jpg
3181,337,pup,164.jpg
3408,336,pup,164.jpg
3280,336,adult_female,164.jpg
3646,335,adult_female,164.jpg
3296,333,pup,164.jpg
3534,329,pup,164.jpg
3459,329,pup,164.jpg
3196,327,juvenile,164.jpg
3421,326,adult_female,164.jpg
3116,317,adult_female,164.jpg
3173,312,adult_female,164.jpg
3150,304,adult_female,164.jpg
3485,300,adult_female,164.jpg
3531,296,pup,164.jpg
3406,295,adult_female,164.jpg
3277,293,adult_female,164.jpg
3217,286,adult_female,164.jpg
3083,286,adult_male,164.jpg
3520,283,adult_female,164.jpg
3344,281,pup,164.jpg
3603,279,adult_female,164.jpg
3747,276,adult_female,164.jpg
3315,275,adult_female,164.jpg
3580,273,pup,164.jpg
3648,269,adult_female,164.jpg
3486,268,adult_male,164.jpg
3418,267,pup,164.jpg
3772,266,pup,164.jpg
3203,260,pup,164.jpg
3701,257,adult_female,164.jpg
3661,257,pup,164.jpg
3708,249,pup,164.jpg
2903,249,adult_male,164.jpg
3759,244,pup,164.jpg
3182,237,pup,164.jpg
3500,234,pup,164.jpg
3572,232,adult_female,164.jpg
3778,231,adult_female,164.jpg
3669,231,pup,164.jpg
3169,226,adult_female,164.jpg
3484,223,adult_female,164.jpg
3213,204,adult_male,164.jpg
3340,200,adult_male,164.jpg
3570,197,adult_female,164.jpg
3614,196,pup,164.jpg
3187,193,juvenile,164.jpg
3817,187,adult_female,164.jpg
3510,187,pup,164.jpg
3615,172,adult_female,164.jpg
3513,170,adult_female,164.jpg
3473,168,adult_female,164.jpg
3266,168,adult_female,164.jpg
3596,159,adult_female,164.jpg
3306,158,adult_female,164.jpg
3193,146,adult_female,164.jpg
3770,143,adult_female,164.jpg
3721,141,pup,164.jpg
3271,139,adult_female,164.jpg
3696,138,adult_female,164.jpg
3617,120,adult_female,164.jpg
3225,118,pup,164.jpg
3521,117,adult_male,164.jpg
3491,111,pup,164.jpg
3477,107,adult_female,164.jpg
3354,91,adult_female,164.jpg
3726,85,adult_female,164.jpg
3597,73,adult_female,164.jpg
3421,69,adult_female,164.jpg
3641,64,adult_female,164.jpg
3341,57,pup,164.jpg
3557,51,pup,164.jpg
3823,3238,adult_male,165.jpg
2434,2810,juvenile,165.jpg
1937,2776,adult_female,165.jpg
1886,2776,adult_female,165.jpg
4360,2684,subadult_male,165.jpg
3231,2684,adult_male,165.jpg
1792,2672,adult_female,165.jpg
2355,2660,juvenile,165.jpg
928,2510,juvenile,165.jpg
3868,2401,adult_female,165.jpg
4006,2329,subadult_male,165.jpg
1183,2262,juvenile,165.jpg
3664,2045,subadult_male,165.jpg
4271,2039,subadult_male,165.jpg
4697,1671,subadult_male,165.jpg
2315,872,juvenile,165.jpg
3292,2659,subadult_male,166.jpg
2994,2632,subadult_male,166.jpg
3284,2440,adult_female,166.jpg
3412,2416,adult_female,166.jpg
3305,2391,adult_female,166.jpg
3270,2385,juvenile,166.jpg
3234,2385,juvenile,166.jpg
3359,2372,adult_female,166.jpg
3247,2372,juvenile,166.jpg
3290,2347,adult_female,166.jpg
3337,2343,adult_female,166.jpg
3321,2322,adult_female,166.jpg
3257,2314,subadult_male,166.jpg
3297,2306,adult_female,166.jpg
3326,2273,adult_female,166.jpg
3291,2273,adult_female,166.jpg
3412,2248,adult_male,166.jpg
3247,2233,adult_female,166.jpg
3530,2223,adult_female,166.jpg
3697,2215,adult_female,166.jpg
3415,2211,juvenile,166.jpg
3363,2159,adult_female,166.jpg
3457,2052,adult_male,166.jpg
3633,2035,adult_female,166.jpg
3597,2034,adult_female,166.jpg
3391,2029,adult_female,166.jpg
3558,2026,adult_female,166.jpg
3535,2020,juvenile,166.jpg
3461,2012,juvenile,166.jpg
3483,1971,adult_female,166.jpg
3562,1947,adult_male,166.jpg
3488,1932,juvenile,166.jpg
3545,1923,juvenile,166.jpg
3671,1907,adult_female,166.jpg
3535,1899,adult_female,166.jpg
3605,1880,juvenile,166.jpg
3690,1879,juvenile,166.jpg
3497,1872,adult_female,166.jpg
3636,1859,juvenile,166.jpg
3619,1859,juvenile,166.jpg
3713,1856,adult_female,166.jpg
3563,1855,juvenile,166.jpg
3476,1848,adult_female,166.jpg
3609,1844,juvenile,166.jpg
3699,1841,adult_female,166.jpg
3599,1838,adult_female,166.jpg
3551,1836,juvenile,166.jpg
3477,1826,adult_female,166.jpg
3533,1809,adult_female,166.jpg
3543,1798,juvenile,166.jpg
3467,1798,adult_female,166.jpg
3409,1796,adult_female,166.jpg
3694,1793,juvenile,166.jpg
3562,1786,adult_female,166.jpg
3729,1783,adult_female,166.jpg
3573,1764,adult_female,166.jpg
3753,1758,adult_female,166.jpg
3650,1758,adult_female,166.jpg
3712,1754,adult_female,166.jpg
3524,1754,adult_female,166.jpg
3690,1750,adult_female,166.jpg
3625,1749,adult_female,166.jpg
3538,1735,juvenile,166.jpg
3585,1729,adult_male,166.jpg
3628,1728,adult_female,166.jpg
3719,1719,juvenile,166.jpg
3686,1718,juvenile,166.jpg
3602,1718,adult_female,166.jpg
3560,1709,juvenile,166.jpg
3719,1701,juvenile,166.jpg
3516,1697,adult_female,166.jpg
3635,1686,adult_female,166.jpg
3635,1668,adult_female,166.jpg
3496,1664,adult_female,166.jpg
3567,1657,juvenile,166.jpg
3476,1649,adult_female,166.jpg
3629,1640,adult_female,166.jpg
3648,1622,adult_female,166.jpg
3604,1616,adult_female,166.jpg
3528,1615,juvenile,166.jpg
3624,1599,juvenile,166.jpg
3570,1594,adult_female,166.jpg
3515,1594,adult_female,166.jpg
3857,1578,adult_female,166.jpg
3935,1518,adult_female,166.jpg
3816,1481,subadult_male,166.jpg
3873,1434,subadult_male,166.jpg
3892,1182,adult_female,166.jpg
3801,1081,adult_female,166.jpg
3922,926,adult_male,166.jpg
3976,893,adult_female,166.jpg
1317,1990,adult_male,167.jpg
2349,2971,adult_male,168.jpg
2608,2857,juvenile,168.jpg
2664,2844,juvenile,168.jpg
2675,2842,juvenile,168.jpg
2612,2831,juvenile,168.jpg
2642,2826,juvenile,168.jpg
2709,2823,juvenile,168.jpg
2659,2820,juvenile,168.jpg
2619,2810,juvenile,168.jpg
2699,2809,juvenile,168.jpg
2728,2808,juvenile,168.jpg
2736,2788,juvenile,168.jpg
2719,2782,juvenile,168.jpg
2650,2780,juvenile,168.jpg
2681,2777,juvenile,168.jpg
2753,2774,juvenile,168.jpg
2703,2772,juvenile,168.jpg
2723,2757,juvenile,168.jpg
2810,2748,adult_male,168.jpg
2730,2733,juvenile,168.jpg
2746,2732,juvenile,168.jpg
2793,2712,juvenile,168.jpg
2738,2706,juvenile,168.jpg
2798,2691,juvenile,168.jpg
2873,2683,juvenile,168.jpg
2720,2683,juvenile,168.jpg
2801,2669,juvenile,168.jpg
2968,2666,juvenile,168.jpg
2829,2665,juvenile,168.jpg
2905,2664,juvenile,168.jpg
2761,2653,juvenile,168.jpg
2856,2649,juvenile,168.jpg
2961,2634,juvenile,168.jpg
2778,2609,juvenile,168.jpg
2997,2589,juvenile,168.jpg
2950,2567,subadult_male,168.jpg
2962,2538,juvenile,168.jpg
2992,2511,juvenile,168.jpg
2900,2510,subadult_male,168.jpg
2959,2499,juvenile,168.jpg
2954,2468,juvenile,168.jpg
2835,2467,juvenile,168.jpg
2998,2460,juvenile,168.jpg
2897,2460,juvenile,168.jpg
2930,2455,juvenile,168.jpg
3009,2431,juvenile,168.jpg
2910,2425,juvenile,168.jpg
2871,2425,juvenile,168.jpg
2952,2419,juvenile,168.jpg
2966,2403,juvenile,168.jpg
3030,2400,juvenile,168.jpg
2997,2393,juvenile,168.jpg
2885,2382,juvenile,168.jpg
3022,2378,juvenile,168.jpg
2986,2371,juvenile,168.jpg
2880,2367,juvenile,168.jpg
2957,2365,juvenile,168.jpg
2926,2363,juvenile,168.jpg
3112,2350,adult_male,168.jpg
3034,2335,juvenile,168.jpg
3008,2324,juvenile,168.jpg
2929,2324,juvenile,168.jpg
3075,2310,juvenile,168.jpg
3005,2287,juvenile,168.jpg
3040,2254,juvenile,168.jpg
3085,2242,juvenile,168.jpg
3212,2240,juvenile,168.jpg
3179,2238,juvenile,168.jpg
3041,2217,subadult_male,168.jpg
3358,2183,juvenile,168.jpg
3223,2181,juvenile,168.jpg
3327,2155,juvenile,168.jpg
3216,2150,juvenile,168.jpg
3409,2149,adult_female,168.jpg
3120,2147,adult_female,168.jpg
3387,2132,juvenile,168.jpg
3214,2113,juvenile,168.jpg
3362,2111,juvenile,168.jpg
3168,2109,juvenile,168.jpg
3205,2089,juvenile,168.jpg
3267,2086,juvenile,168.jpg
3319,2083,juvenile,168.jpg
3345,2074,juvenile,168.jpg
3284,2073,juvenile,168.jpg
3203,2062,adult_female,168.jpg
3153,2051,juvenile,168.jpg
3310,2041,juvenile,168.jpg
3436,2037,juvenile,168.jpg
3353,2033,subadult_male,168.jpg
3506,2032,juvenile,168.jpg
3309,2014,adult_female,168.jpg
3285,1995,juvenile,168.jpg
3544,1985,juvenile,168.jpg
3546,1955,juvenile,168.jpg
3457,1920,juvenile,168.jpg
3357,1910,adult_female,168.jpg
3438,1891,juvenile,168.jpg
3453,1884,juvenile,168.jpg
3365,1884,juvenile,168.jpg
3583,1874,juvenile,168.jpg
3596,1868,juvenile,168.jpg
3460,1855,juvenile,168.jpg
3498,1842,juvenile,168.jpg
3447,1827,juvenile,168.jpg
3653,1826,juvenile,168.jpg
3573,1786,juvenile,168.jpg
3495,1782,adult_male,168.jpg
3557,1775,juvenile,168.jpg
3515,1745,juvenile,168.jpg
3604,1733,juvenile,168.jpg
3617,1732,juvenile,168.jpg
3535,1731,juvenile,168.jpg
3603,1718,juvenile,168.jpg
2919,1706,adult_male,168.jpg
3604,1673,juvenile,168.jpg
4161,826,adult_male,168.jpg
2166,2944,pup,169.jpg
2180,2931,adult_female,169.jpg
2012,2852,pup,169.jpg
2005,2832,adult_female,169.jpg
2141,2809,juvenile,169.jpg
3024,2673,adult_female,169.jpg
3058,2547,juvenile,169.jpg
3021,2544,adult_female,169.jpg
3186,2530,adult_female,169.jpg
3032,2525,pup,169.jpg
2975,2519,pup,169.jpg
2815,2510,subadult_male,169.jpg
1513,2421,adult_male,169.jpg
3431,2267,juvenile,169.jpg
3357,2265,juvenile,169.jpg
3400,2219,adult_female,169.jpg
3388,2206,adult_female,169.jpg
3326,2204,adult_female,169.jpg
3432,2201,adult_female,169.jpg
3350,2189,adult_female,169.jpg
2869,2182,juvenile,169.jpg
3476,2179,adult_female,169.jpg
2730,2172,adult_male,169.jpg
3291,2170,adult_female,169.jpg
3459,2166,juvenile,169.jpg
3438,2162,adult_female,169.jpg
3312,2159,juvenile,169.jpg
3516,2149,juvenile,169.jpg
2875,2149,adult_female,169.jpg
3423,2145,adult_female,169.jpg
3368,2145,adult_female,169.jpg
3272,2125,pup,169.jpg
3291,2123,adult_female,169.jpg
3424,2122,adult_female,169.jpg
3106,2121,pup,169.jpg
3117,2120,pup,169.jpg
3386,2118,juvenile,169.jpg
3096,2112,pup,169.jpg
3103,2105,pup,169.jpg
3193,2102,adult_female,169.jpg
3383,2090,adult_female,169.jpg
3066,2087,pup,169.jpg
3299,2073,adult_female,169.jpg
3377,2044,juvenile,169.jpg
3395,2039,adult_female,169.jpg
3277,2033,adult_male,169.jpg
3336,2010,adult_female,169.jpg
2766,1987,adult_female,169.jpg
3311,1982,adult_female,169.jpg
2715,1981,adult_female,169.jpg
2678,1978,juvenile,169.jpg
2722,1949,adult_female,169.jpg
3192,1921,adult_female,169.jpg
2825,1914,adult_female,169.jpg
2900,1876,adult_female,169.jpg
2905,1863,pup,169.jpg
2853,1854,juvenile,169.jpg
2972,1801,adult_female,169.jpg
2994,1794,juvenile,169.jpg
2890,1532,adult_female,169.jpg
2908,1518,adult_female,169.jpg
2782,1494,juvenile,169.jpg
2961,1482,adult_female,169.jpg
2963,1445,adult_female,169.jpg
2312,1117,subadult_male,169.jpg
2861,1073,adult_male,169.jpg
65,3149,adult_female,170.jpg
497,3136,pup,170.jpg
461,3088,adult_female,170.jpg
142,3068,adult_female,170.jpg
1579,3059,adult_male,170.jpg
510,3023,adult_male,170.jpg
999,3017,pup,170.jpg
111,2996,pup,170.jpg
317,2985,adult_female,170.jpg
214,2949,adult_female,170.jpg
116,2940,adult_female,170.jpg
608,2932,adult_female,170.jpg
1098,2922,adult_female,170.jpg
324,2919,pup,170.jpg
315,2887,adult_female,170.jpg
602,2883,pup,170.jpg
1212,2848,adult_female,170.jpg
876,2812,pup,170.jpg
1049,2791,adult_female,170.jpg
25,2791,pup,170.jpg
886,2773,adult_female,170.jpg
1156,2755,adult_female,170.jpg
464,2750,pup,170.jpg
108,2744,pup,170.jpg
734,2743,pup,170.jpg
637,2742,adult_female,170.jpg
1088,2724,adult_female,170.jpg
753,2721,adult_female,170.jpg
442,2696,adult_female,170.jpg
1174,2690,adult_female,170.jpg
679,2643,adult_female,170.jpg
704,2619,pup,170.jpg
324,2607,pup,170.jpg
484,2603,pup,170.jpg
614,2600,adult_male,170.jpg
1107,2586,adult_female,170.jpg
299,2583,adult_female,170.jpg
197,2567,adult_female,170.jpg
482,2565,adult_female,170.jpg
222,2544,pup,170.jpg
498,2504,adult_female,170.jpg
588,2503,adult_female,170.jpg
358,2498,pup,170.jpg
448,2490,pup,170.jpg
335,2485,adult_female,170.jpg
901,2483,adult_female,170.jpg
630,2476,adult_female,170.jpg
591,2453,pup,170.jpg
865,2439,pup,170.jpg
1107,2418,adult_female,170.jpg
1029,2406,adult_female,170.jpg
875,2400,adult_female,170.jpg
602,2384,pup,170.jpg
918,2368,adult_female,170.jpg
456,2337,pup,170.jpg
899,2334,pup,170.jpg
864,2319,adult_female,170.jpg
1060,2307,adult_female,170.jpg
938,2285,pup,170.jpg
858,2285,pup,170.jpg
726,2249,pup,170.jpg
1099,2247,adult_female,170.jpg
742,2241,pup,170.jpg
357,2233,pup,170.jpg
110,2218,adult_male,170.jpg
731,2217,pup,170.jpg
309,2213,adult_female,170.jpg
1021,2212,pup,170.jpg
695,2199,pup,170.jpg
990,2184,adult_female,170.jpg
334,2166,pup,170.jpg
387,2161,adult_female,170.jpg
257,2158,adult_female,170.jpg
1098,2145,adult_female,170.jpg
703,2129,pup,170.jpg
271,2110,pup,170.jpg
895,2104,pup,170.jpg
736,2088,adult_female,170.jpg
852,2081,adult_female,170.jpg
457,2071,adult_female,170.jpg
485,2057,pup,170.jpg
275,2046,adult_female,170.jpg
557,2022,pup,170.jpg
790,2018,pup,170.jpg
240,2012,pup,170.jpg
790,1996,adult_female,170.jpg
509,1995,adult_female,170.jpg
375,1974,adult_female,170.jpg
313,1929,pup,170.jpg
166,1914,pup,170.jpg
548,1857,adult_female,170.jpg
778,1833,pup,170.jpg
1127,1832,adult_female,170.jpg
582,1813,adult_male,170.jpg
799,1802,adult_female,170.jpg
688,1793,juvenile,170.jpg
42,1787,adult_female,170.jpg
435,1760,adult_female,170.jpg
276,1747,adult_female,170.jpg
432,1702,pup,170.jpg
200,1697,adult_female,170.jpg
968,1673,juvenile,170.jpg
1074,1617,adult_female,170.jpg
266,1612,pup,170.jpg
1016,1605,pup,170.jpg
871,1600,adult_female,170.jpg
568,1598,adult_female,170.jpg
392,1598,pup,170.jpg
371,1583,adult_female,170.jpg
515,1567,pup,170.jpg
991,1510,juvenile,170.jpg
453,1483,adult_female,170.jpg
532,1482,pup,170.jpg
409,1457,pup,170.jpg
558,1445,adult_female,170.jpg
728,1394,adult_female,170.jpg
723,1365,pup,170.jpg
832,1357,pup,170.jpg
1712,1268,adult_male,170.jpg
387,1260,adult_male,170.jpg
501,1221,pup,170.jpg
777,1191,pup,170.jpg
533,1183,adult_female,170.jpg
1102,1173,adult_female,170.jpg
6,1126,adult_female,170.jpg
476,1100,adult_female,170.jpg
114,1099,pup,170.jpg
299,1081,adult_female,170.jpg
330,1069,pup,170.jpg
476,1053,pup,170.jpg
108,1051,pup,170.jpg
934,944,adult_female,170.jpg
581,943,adult_female,170.jpg
538,923,pup,170.jpg
478,907,pup,170.jpg
748,900,adult_female,170.jpg
460,887,pup,170.jpg
498,881,pup,170.jpg
1054,837,adult_male,170.jpg
862,826,juvenile,170.jpg
685,792,pup,170.jpg
654,782,adult_female,170.jpg
253,772,adult_male,170.jpg
1408,754,adult_female,170.jpg
741,746,pup,170.jpg
773,743,adult_female,170.jpg
624,700,pup,170.jpg
969,696,adult_female,170.jpg
924,683,pup,170.jpg
687,683,adult_female,170.jpg
818,659,adult_female,170.jpg
696,622,adult_female,170.jpg
778,608,adult_female,170.jpg
526,583,pup,170.jpg
892,537,pup,170.jpg
538,523,pup,170.jpg
932,520,adult_female,170.jpg
552,501,adult_female,170.jpg
776,496,adult_female,170.jpg
758,444,pup,170.jpg
721,359,adult_female,170.jpg
561,280,adult_male,170.jpg
4874,1897,juvenile,171.jpg
4980,1819,juvenile,171.jpg
4866,1805,subadult_male,171.jpg
4965,1684,juvenile,171.jpg
4499,1675,subadult_male,171.jpg
4361,1664,juvenile,171.jpg
4275,1592,juvenile,171.jpg
4342,1572,juvenile,171.jpg
4161,1570,juvenile,171.jpg
4876,1563,juvenile,171.jpg
4141,1555,subadult_male,171.jpg
4214,1547,juvenile,171.jpg
4650,1544,subadult_male,171.jpg
4785,1526,juvenile,171.jpg
4186,1515,juvenile,171.jpg
4282,1499,juvenile,171.jpg
5020,1495,juvenile,171.jpg
4433,1487,juvenile,171.jpg
4376,1484,subadult_male,171.jpg
4904,1469,juvenile,171.jpg
4717,1450,subadult_male,171.jpg
4723,1408,juvenile,171.jpg
4237,1390,subadult_male,171.jpg
4463,1379,juvenile,171.jpg
4725,1373,juvenile,171.jpg
4661,1355,subadult_male,171.jpg
4425,1345,subadult_male,171.jpg
4950,1339,subadult_male,171.jpg
5176,1335,juvenile,171.jpg
5169,1316,juvenile,171.jpg
4201,1304,juvenile,171.jpg
4378,1289,subadult_male,171.jpg
4454,1282,juvenile,171.jpg
4482,1265,subadult_male,171.jpg
5131,1257,juvenile,171.jpg
5180,1246,subadult_male,171.jpg
4210,1244,juvenile,171.jpg
4635,1231,subadult_male,171.jpg
4974,1225,juvenile,171.jpg
4463,1206,juvenile,171.jpg
4756,1189,juvenile,171.jpg
3992,1185,juvenile,171.jpg
4929,1179,juvenile,171.jpg
4476,1173,subadult_male,171.jpg
4731,1164,subadult_male,171.jpg
4210,1129,subadult_male,171.jpg
4026,1126,subadult_male,171.jpg
4857,1106,subadult_male,171.jpg
4688,1103,juvenile,171.jpg
4123,1085,juvenile,171.jpg
4014,1084,subadult_male,171.jpg
4435,1077,adult_female,171.jpg
4793,1073,adult_female,171.jpg
4840,1064,juvenile,171.jpg
4700,988,juvenile,171.jpg
4846,969,juvenile,171.jpg
4634,951,subadult_male,171.jpg
4455,924,juvenile,171.jpg
4692,882,subadult_male,171.jpg
4242,875,juvenile,171.jpg
4647,854,adult_female,171.jpg
4340,829,juvenile,171.jpg
4260,805,subadult_male,171.jpg
2026,2683,adult_male,172.jpg
1768,2415,juvenile,172.jpg
1844,2338,juvenile,172.jpg
1839,2320,juvenile,172.jpg
1584,2307,juvenile,172.jpg
